Year of Birth,Sex,City,State,Zip,Residence County,License Class,Status,Privilege,Year of Expiration
1973,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1996,F,SEATTLE,WA,98102,OUT-OF-STATE,D PERMIT,SURRENDERED,FULL,2025
1974,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,VALID,FULL,2029
1948,F,SEATTLE,WA,98126,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1963,F,SPOKANE,WA,99207,OUT-OF-STATE,ID ONLY,,,2027
1980,M,SAMMAMISH,WA,98074,OUT-OF-STATE,D,VALID,FULL,2030
1988,F,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1985,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,VALID,FULL,2028
1984,M,LAKEWOOD,WA,98498,OUT-OF-STATE,E,SURRENDERED,FULL,2025
1946,M,RENTON,WA,98055,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1996,F,LYNNWOOD,WA,98087,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1988,M,LYNNWOOD,WA,98087,OUT-OF-STATE,D,VALID,FULL,2025
1959,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,VALID,FULL,2027
1986,M,SEATTLE,WA,98121,OUT-OF-STATE,D,VALID,FULL,2027
1990,M,SEATTLE,WA,98105,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1971,F,SEATTLE,WA,98115,OUT-OF-STATE,D,VALID,FULL,2025
1962,F,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1983,M,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1993,M,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,VALID,FULL,2026
1991,M,MCCHORD AFB,WA,98439,OUT-OF-STATE,D,VALID,FULL,2030
1975,M,KENNEWICK,WA,99337,OUT-OF-STATE,E,SURRENDERED,FULL,2026
1988,M,PULLMAN,WA,99163,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1985,M,SNOHOMISH,WA,98296,OUT-OF-STATE,DM,SURRENDERED,FULL,2029
1999,M,SEATTLE,WA,98115,OUT-OF-STATE,D,VALID,FULL,2028
1989,M,BLAINE,WA,98230,OUT-OF-STATE,D,VALID,FULL,2028
1994,M,LACEY,WA,98516,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1958,F,BELLEVUE,WA,98006,OUT-OF-STATE,ID ONLY,,,2031
2002,M,CHEHALIS,WA,98532,OUT-OF-STATE,ID ONLY,,,2025
1991,M,KIRKLAND,WA,98033,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1975,M,SEATTLE,WA,98103,OUT-OF-STATE,DM,SURRENDERED,FULL,2027
1991,F,SEATTLE,WA,98126,OUT-OF-STATE,ID ONLY,,,2027
1988,F,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1983,M,SEATTLE,WA,98107,OUT-OF-STATE,D,VALID,FULL,2026
1989,F,MCCHORD AFB,WA,98439,OUT-OF-STATE,D,VALID,FULL,2026
1977,M,SEQUIM,WA,98382,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1995,M,DES MOINES,WA,98198,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1990,F,REDMOND,WA,98052,OUT-OF-STATE,D,VALID,FULL,2025
1993,M,REDMOND,WA,98052,OUT-OF-STATE,D,VALID,FULL,2028
1977,F,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1984,F,YAKIMA,WA,98908,OUT-OF-STATE,D,VALID,FULL,2025
1985,F,SEATTLE,WA,98105,OUT-OF-STATE,ID ONLY,,,2029
1999,M,SEATTLE,WA,98121,OUT-OF-STATE,D,VALID,FULL,2026
1964,F,LA CONNER,WA,98257,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1983,M,KIRKLAND,WA,98033,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1980,F,TACOMA,WA,98408,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1990,M,BELLEVUE,WA,98007,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1988,M,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2025
1974,F,TACOMA,WA,98433,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1991,M,MCCHORD AFB,WA,98439,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1992,M,SEATTLE,WA,98121,OUT-OF-STATE,D,VALID,FULL,2028
1988,M,VANCOUVER,WA,98683,OUT-OF-STATE,D,VALID,FULL,2024
1992,F,LYNNWOOD,WA,98036,OUT-OF-STATE,D,SUSPENDED,FULL,2026
1998,F,PASCO,WA,99301,OUT-OF-STATE,D,SUSPENDED,FULL,2029
1996,F,SEABECK,WA,98380,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1993,F,SEATTLE,WA,98101,OUT-OF-STATE,D,VALID,FULL,2029
1992,M,UNIVERSITY PLACE,WA,98467,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1994,F,TACOMA,WA,98445,OUT-OF-STATE,D,VALID,FULL,2026
1997,F,OAK HARBOR,WA,98277,OUT-OF-STATE,D,VALID,FULL,2027
1983,M,SEATTLE,WA,98126,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1958,M,BELLINGHAM,WA,98225,OUT-OF-STATE,D,VALID,FULL,2027
1999,M,KENT,WA,98032,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1992,M,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1996,M,SILVERDALE,WA,98383,OUT-OF-STATE,D,VALID,FULL,2026
1999,F,SEATTLE,WA,98121,OUT-OF-STATE,D,VALID,FULL,2029
1987,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,VALID,FULL,2029
1983,F,VANCOUVER,WA,98683,OUT-OF-STATE,D,VALID,FULL,2028
1970,F,ISSAQUAH,WA,98029,OUT-OF-STATE,ID ONLY,,,2025
1992,F,KENT,WA,98032,OUT-OF-STATE,D,SURRENDERED,NONE,2026
1990,M,SEATTLE,WA,98116,OUT-OF-STATE,D,VALID,FULL,2027
1996,F,TACOMA,WA,98444,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1991,M,SEATTLE,WA,98104,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1989,F,BOTHELL,WA,98011,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1997,F,SILVERDALE,WA,98315,OUT-OF-STATE,D PERMIT,SURRENDERED,FULL,2028
1987,M,SEATTLE,WA,98106,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1988,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1995,F,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1987,F,SEATTLE,WA,98133,OUT-OF-STATE,D,VALID,FULL,2027
1987,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1981,M,MERCER ISLAND,WA,98040,OUT-OF-STATE,D,VALID,FULL,2026
1983,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1989,M,MERCER ISLAND,WA,98040,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1984,F,SPOKANE,WA,99203,OUT-OF-STATE,D,VALID,FULL,2028
1987,M,BREMERTON,WA,98312,OUT-OF-STATE,D,VALID,FULL,2025
2002,M,REDMOND,WA,98052,OUT-OF-STATE,D PERMIT,VALID,FULL,2026
1995,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2031
1970,F,EVERETT,WA,98201,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1977,F,SEATTLE,WA,98168,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1985,M,MCCHORD AFB,WA,98439,OUT-OF-STATE,D,SUSPENDED,FULL,2029
1960,M,NORTH BEND,WA,98045,OUT-OF-STATE,ID ONLY,,,2026
1941,F,KENT,WA,98032,OUT-OF-STATE,ID ONLY,,,2027
1989,M,LONGVIEW,WA,98632,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1979,M,OLYMPIA,WA,98513,OUT-OF-STATE,D,VALID,FULL,2028
1996,M,LACEY,WA,98503,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1994,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1996,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1957,F,EDMONDS,WA,98020,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1969,M,BURIEN,WA,98148,OUT-OF-STATE,D,SURRENDERED,NONE,2027
2000,M,SEATTLE,WA,98116,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1996,F,CARNATION,WA,98014,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1943,M,UNIVERSITY PLACE,WA,98467,OUT-OF-STATE,D,VALID,FULL,2028
1988,M,CAMAS,WA,98607,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1999,M,LYNNWOOD,WA,98037,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1986,F,SEATTLE,WA,98144,OUT-OF-STATE,D,VALID,FULL,2026
1975,M,SEATTLE,WA,98177,OUT-OF-STATE,D,SUSPENDED,FULL,2024
1990,M,DUPONT,WA,98327,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1989,F,SEATTLE,WA,98118,OUT-OF-STATE,D,VALID,FULL,2026
1978,F,PUYALLUP,WA,98373,OUT-OF-STATE,ID ONLY,,,2027
1984,M,LAKEWOOD,WA,98498,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1990,M,MERCER ISLAND,WA,98040,OUT-OF-STATE,D,VALID,FULL,2030
1993,F,KENT,WA,98031,OUT-OF-STATE,D,VALID,FULL,2031
2000,F,OAK HARBOR,WA,98277,OUT-OF-STATE,D,VALID,FULL,2031
1979,F,SEATTLE,WA,98115,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1995,M,SEATTLE,WA,98125,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1990,F,KENT,WA,98032,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1963,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1983,F,SEATTLE,WA,98103,OUT-OF-STATE,D,VALID,FULL,2029
1996,F,TACOMA,WA,98402,OUT-OF-STATE,D,SUSPENDED,FULL,2028
1961,M,VANCOUVER,WA,98662,OUT-OF-STATE,DM,SUSPENDED,FULL,2029
1955,M,WENATCHEE,WA,98801,OUT-OF-STATE,D,VALID,FULL,2025
1989,M,SEATTLE,WA,98122,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1992,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1992,M,EDMONDS,WA,98026,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1985,M,KENT,WA,98031,OUT-OF-STATE,ID ONLY,,,2025
1991,F,EVERETT,WA,98208,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1944,F,SEATTLE,WA,98118,OUT-OF-STATE,D,VALID,FULL,2026
1987,M,KIRKLAND,WA,98033,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1995,M,SHELTON,WA,98584,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1958,F,BELLINGHAM,WA,98229,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1996,M,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1992,F,SILVERDALE,WA,98383,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1988,M,OLYMPIA,WA,98516,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1998,M,SEATTLE,WA,98125,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1969,M,SPOKANE,WA,99205,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1998,M,SEATTLE,WA,98115,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1985,F,RENTON,WA,98059,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1965,F,BELLEVUE,WA,98007,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1991,F,KENT,WA,98031,OUT-OF-STATE,DM,SURRENDERED,FULL,2029
1997,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1979,M,SEATTLE,WA,98103,OUT-OF-STATE,D,VALID,FULL,2026
1955,M,SEATTLE,WA,98112,OUT-OF-STATE,ID ONLY,,,2030
1986,F,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1991,M,DES MOINES,WA,98148,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1980,M,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1987,M,REDMOND,WA,98052,OUT-OF-STATE,D,VALID,FULL,2026
1984,M,TACOMA,WA,98422,OUT-OF-STATE,D,VALID,FULL,2027
1987,M,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1987,M,MOUNT VERNON,WA,98273,OUT-OF-STATE,ID ONLY,,,2024
1997,M,SEATTLE,WA,98101,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1996,F,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2031
1981,M,SEATAC,WA,98188,OUT-OF-STATE,E,SURRENDERED,FULL,2025
1978,M,SPOKANE,WA,99223,OUT-OF-STATE,D,VALID,FULL,2027
1999,M,SEATTLE,WA,98144,OUT-OF-STATE,D,VALID,FULL,2030
1994,M,EVERETT,WA,98208,OUT-OF-STATE,ID ONLY,,,2025
1989,M,MAPLE VALLEY,WA,98038,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1969,F,BOTHELL,WA,98011,OUT-OF-STATE,ID ONLY,,,2028
1994,F,BREMERTON,WA,98310,OUT-OF-STATE,ID ONLY,,,2024
1987,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1993,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SUSPENDED,FULL,2028
1964,F,SEATTLE,WA,98121,OUT-OF-STATE,D,VALID,FULL,2025
1996,F,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1994,M,SILVERDALE,WA,98383,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1992,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1985,F,SHORELINE,WA,98177,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1991,F,SEATTLE,WA,98112,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1977,M,PULLMAN,WA,99163,OUT-OF-STATE,D,SURRENDERED,FULL,2031
1989,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,VALID,FULL,2025
1993,M,SEATTLE,WA,98103,OUT-OF-STATE,D,VALID,FULL,2025
1990,F,RENTON,WA,98055,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1997,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1989,F,KIRKLAND,WA,98033,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1991,M,VANCOUVER,WA,98663,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1985,F,VANCOUVER,WA,98686,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1996,F,OAK HARBOR,WA,98277,OUT-OF-STATE,D,VALID,FULL,2028
1994,M,KIRKLAND,WA,98033,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1980,M,SEATTLE,WA,98104,OUT-OF-STATE,D,VALID,FULL,2027
1994,F,SEATTLE,WA,98118,OUT-OF-STATE,D PERMIT,VALID,FULL,2025
1998,M,SEATTLE,WA,98122,OUT-OF-STATE,D,VALID,FULL,2025
1990,M,RICHLAND,WA,99354,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1989,F,SEATTLE,WA,98101,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1991,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1993,M,VANCOUVER,WA,98686,OUT-OF-STATE,D,VALID,FULL,2024
1960,M,OLYMPIA,WA,98501,OUT-OF-STATE,DM,SURRENDERED,FULL,2024
1993,F,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1988,F,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1953,F,SPOKANE,WA,99205,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1986,M,SEATTLE,WA,98115,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1981,M,FEDERAL WAY,WA,98023,OUT-OF-STATE,D,VALID,FULL,2026
1985,M,LYNNWOOD,WA,98037,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1976,M,SHORELINE,WA,98155,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1962,F,PUYALLUP,WA,98371,OUT-OF-STATE,D,VALID,FULL,2028
1992,M,BONNEY LAKE,WA,98391,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1995,M,SEATTLE,WA,98122,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1994,M,SEATTLE,WA,98104,OUT-OF-STATE,D PERMIT,SURRENDERED,FULL,2025
1976,F,RICHLAND,WA,99354,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1999,M,JOINT BASE LEWIS MCCHORD,WA,98438,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1972,M,TACOMA,WA,98433,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1998,M,BELLINGHAM,WA,98225,OUT-OF-STATE,DM,VALID,FULL,2028
1990,M,SPOKANE,WA,99224,OUT-OF-STATE,D,VALID,FULL,2028
1988,M,SEATTLE,WA,98117,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1988,F,SEATTLE,WA,98199,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1984,M,LAKE FOREST PARK,WA,98155,OUT-OF-STATE,D,VALID,FULL,2024
1976,M,OCEAN SHORES,WA,98569,OUT-OF-STATE,D,SUSPENDED,FULL,2027
1971,M,ISSAQUAH,WA,98027,OUT-OF-STATE,DM,SURRENDERED,FULL,2025
1989,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1989,M,SELAH,WA,98942,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1953,M,BAINBRIDGE ISLAND,WA,98110,OUT-OF-STATE,D,SURRENDERED,FULL,2026
2001,M,GIG HARBOR,WA,98335,OUT-OF-STATE,D PERMIT,VALID,FULL,2028
1945,M,SEATTLE,WA,98178,OUT-OF-STATE,D,VALID,FULL,2024
1965,M,SEATTLE,WA,98104,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1979,F,SEATTLE,WA,98101,OUT-OF-STATE,D,VALID,FULL,2031
1951,F,RICHLAND,WA,99352,OUT-OF-STATE,D,VALID,FULL,2032
1976,M,SEATTLE,WA,98122,OUT-OF-STATE,D,VALID,FULL,2024
1984,M,BELLEVUE,WA,98005,OUT-OF-STATE,D,VALID,FULL,2025
1987,F,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1987,M,ANACORTES,WA,98221,OUT-OF-STATE,D,SUSPENDED,FULL,2024
1977,F,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2027
1989,M,SEATTLE,WA,98115,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1986,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2026
2001,M,COLLEGE PLACE,WA,99324,OUT-OF-STATE,D PERMIT,SURRENDERED,FULL,2026
1988,M,RICHLAND,WA,99352,OUT-OF-STATE,D,VALID,FULL,2024
1999,F,SEATTLE,WA,98101,OUT-OF-STATE,D,SUSPENDED,FULL,2025
1984,M,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1963,M,TACOMA,WA,98409,OUT-OF-STATE,D,VALID,FULL,2030
1991,F,MERCER ISLAND,WA,98040,OUT-OF-STATE,D,VALID,FULL,2025
1982,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2025
2002,M,BREMERTON,WA,98311,OUT-OF-STATE,D PERMIT,VALID,FULL,2026
1995,M,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1992,M,SEATTLE,WA,98125,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1983,F,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2024
1984,F,BREMERTON,WA,98310,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1984,F,FERNDALE,WA,98248,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1987,F,LAKE STEVENS,WA,98258,OUT-OF-STATE,D,VALID,FULL,2024
1989,M,SEATTLE,WA,98178,OUT-OF-STATE,D PERMIT,VALID,FULL,2028
1977,F,BOTHELL,WA,98011,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1997,M,TACOMA,WA,98409,OUT-OF-STATE,D PERMIT,SURRENDERED,FULL,2025
1959,M,SNOQUALMIE,WA,98065,OUT-OF-STATE,ID ONLY,,,2024
1991,M,SEATTLE,WA,98115,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1998,F,VANCOUVER,WA,98664,OUT-OF-STATE,ID ONLY,,,2025
